Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Satisfaction Score,Total Delay Time
0,1,0.538,1,1,0.067,0,0.0,0,0.393,0.0
0,1,0.423,1,1,0.119,0,0.0,0,0.536,0.0
0,1,0.449,0,1,0.084,19,18.0,0,0.668,37.0
0,1,0.333,1,2,0.121,0,0.0,1,0.875,0.0
1,1,0.372,0,1,0.214,35,32.0,0,0.364,67.0
1,1,0.679,1,0,0.746,0,0.0,1,0.85,0.0
0,1,0.449,1,0,0.193,11,0.0,1,0.668,11.0
1,1,0.538,0,1,0.05,0,0.0,0,0.507,0.0
0,1,0.205,0,0,0.193,23,10.0,0,0.529,33.0
0,0,0.385,1,0,0.032,16,4.0,0,0.625,20.0
1,0,0.449,1,1,0.039,2,4.0,0,0.404,6.0
1,1,0.474,1,0,0.067,22,17.0,1,0.864,39.0
0,1,0.449,0,1,0.167,15,0.0,0,0.521,15.0
1,1,0.744,0,1,0.078,0,0.0,0,0.571,0.0
1,1,0.231,1,0,0.489,39,16.0,0,0.525,55.0
1,1,0.372,0,1,0.515,0,23.0,0,0.468,23.0
1,0,0.397,1,0,0.104,7,0.0,1,0.818,7.0
1,0,0.205,1,0,0.109,0,16.0,1,0.875,16.0
0,1,0.218,1,0,0.359,0,0.0,0,0.543,0.0
1,1,0.41,1,0,0.723,0,1.0,1,0.668,1.0
0,1,0.256,0,1,0.123,0,24.0,0,0.579,24.0
1,1,0.436,1,0,0.416,13,12.0,1,0.682,25.0
0,1,0.59,0,2,0.091,0,0.0,0,0.421,0.0
1,1,0.282,1,2,0.169,0,0.0,0,0.3,0.0
1,0,0.192,1,1,0.07,89,69.0,0,0.646,158.0
0,1,0.513,1,0,0.775,14,7.0,1,0.575,21.0
0,1,0.423,1,0,0.63,33,21.0,1,0.796,54.0
0,1,0.192,1,0,0.193,1,6.0,0,0.479,7.0
1,1,0.449,1,0,0.298,0,0.0,0,0.486,0.0
0,1,0.038,0,1,0.2,37,25.0,0,0.582,62.0
1,1,0.577,1,0,0.536,0,0.0,1,0.775,0.0
0,1,0.577,1,1,0.316,0,0.0,1,0.521,0.0
1,1,0.167,0,1,0.183,1,14.0,0,0.471,15.0
1,1,0.487,1,0,0.512,11,2.0,1,0.725,13.0
1,1,0.192,1,0,0.125,2,0.0,1,0.7,2.0
1,1,0.577,0,1,0.22,0,0.0,0,0.386,0.0
1,1,0.731,1,1,0.232,94,86.0,0,0.421,180.0
0,0,0.359,1,1,0.112,0,3.0,0,0.557,3.0
0,1,0.474,1,0,0.306,84,83.0,1,0.682,167.0
1,1,0.487,1,0,0.166,0,0.0,1,0.654,0.0
1,1,0.128,0,1,0.069,18,11.0,0,0.636,29.0
0,0,0.179,1,0,0.114,0,0.0,1,0.814,0.0
1,1,0.436,1,1,0.084,16,10.0,0,0.354,26.0
1,0,0.474,1,0,0.084,8,15.0,1,0.479,23.0
0,1,0.577,1,0,0.071,15,12.0,0,0.675,27.0
0,1,0.128,1,2,0.123,47,33.0,0,0.5,80.0
1,0,0.449,1,1,0.209,0,4.0,0,0.396,4.0
0,1,0.526,1,0,0.289,0,0.0,1,0.786,0.0
1,1,0.744,0,1,0.197,0,14.0,0,0.618,14.0
0,1,0.654,1,1,0.055,0,0.0,1,0.607,0.0
0,0,0.179,1,1,0.158,30,30.0,0,0.536,60.0
1,0,0.346,1,1,0.018,141,141.0,0,0.518,282.0
0,1,0.474,1,0,0.312,57,47.0,1,0.893,104.0
1,1,0.397,1,0,0.449,44,38.0,1,0.943,82.0
0,1,0.551,1,0,0.439,0,0.0,1,0.768,0.0
1,1,0.782,0,2,0.238,0,0.0,0,0.564,0.0
0,1,0.474,0,1,0.173,12,14.0,0,0.732,26.0
1,1,0.385,1,0,0.73,0,12.0,1,0.789,12.0
1,1,0.603,1,0,0.36,11,0.0,1,0.911,11.0
1,1,0.744,0,0,0.067,20,6.0,0,0.682,26.0
1,1,0.0,0,1,0.114,0,0.0,0,0.332,0.0
1,1,0.487,0,1,0.346,0,0.0,0,0.493,0.0
0,1,0.282,1,1,0.244,19,10.0,0,0.418,29.0
1,1,0.462,1,0,0.589,0,2.0,1,0.557,2.0
0,0,0.603,1,1,0.111,0,0.0,0,0.6,0.0
1,0,0.192,1,1,0.199,94,111.0,0,0.525,205.0
0,1,0.628,1,0,0.767,6,7.0,0,0.475,13.0
1,1,0.333,1,0,0.18,0,5.0,1,0.496,5.0
0,1,0.5,1,0,0.774,0,0.0,1,0.85,0.0
0,1,0.551,1,0,0.08,0,0.0,1,0.879,0.0
0,1,0.577,0,1,0.443,44,42.0,0,0.704,86.0
0,1,0.756,0,2,0.023,71,54.0,0,0.371,125.0
1,1,0.551,1,0,0.062,22,52.0,1,0.429,74.0
1,1,0.256,1,1,0.132,12,31.0,0,0.346,43.0
0,1,0.487,1,2,0.203,197,174.0,1,0.714,371.0
1,1,0.115,1,1,0.183,34,29.0,0,0.532,63.0
0,1,0.513,1,0,0.51,0,0.0,1,0.461,0.0
0,0,0.526,1,0,0.217,255,236.0,0,0.439,491.0
0,1,0.103,0,1,0.2,0,0.0,0,0.404,0.0
0,1,0.487,1,0,0.521,0,0.0,1,0.618,0.0
0,1,0.936,1,1,0.075,71,69.0,0,0.557,140.0
0,1,0.41,1,0,0.148,0,0.0,1,0.832,0.0
1,1,0.141,0,1,0.203,113,144.0,0,0.807,257.0
1,1,0.808,0,1,0.04,123,107.0,0,0.668,230.0
1,1,0.385,0,1,0.139,14,0.0,0,0.529,14.0
0,1,0.333,1,0,0.377,0,0.0,1,0.75,0.0
1,1,0.667,0,1,0.054,12,16.0,0,0.696,28.0
0,1,0.705,0,1,0.181,48,82.0,0,0.711,130.0
0,1,0.679,1,0,0.443,0,0.0,1,0.711,0.0
0,1,0.385,1,1,0.197,19,0.0,1,0.643,19.0
1,1,0.179,0,0,0.141,0,0.0,0,0.525,0.0
1,1,0.692,0,1,0.033,2,1.0,0,0.521,3.0
0,1,0.615,1,2,0.482,0,4.0,0,0.407,4.0
0,1,0.372,0,1,0.037,0,0.0,0,0.829,0.0
1,1,0.474,1,0,0.613,29,40.0,1,0.682,69.0
0,1,0.513,1,0,0.456,86,65.0,1,0.911,151.0
1,0,0.282,1,1,0.129,0,0.0,1,0.814,0.0
0,1,0.269,0,1,0.183,8,0.0,0,0.618,8.0
0,1,0.449,0,1,0.207,16,27.0,0,0.679,43.0
1,1,0.359,1,0,0.024,0,19.0,0,0.418,19.0
1,1,0.615,1,0,0.076,0,0.0,1,0.771,0.0
1,1,0.231,1,0,0.453,34,37.0,0,0.504,71.0
1,1,0.141,0,1,0.033,87,86.0,0,0.629,173.0
0,1,0.474,1,1,0.066,0,0.0,0,0.332,0.0
1,1,0.487,1,0,0.467,0,0.0,1,0.654,0.0
0,1,0.462,1,0,0.198,0,0.0,1,0.5,0.0
1,1,0.526,1,0,0.203,2,21.0,1,0.729,23.0
1,1,0.628,1,0,0.125,0,0.0,1,0.682,0.0
0,1,0.423,1,0,0.044,5,25.0,1,0.786,30.0
0,1,0.256,1,0,0.14,0,0.0,1,0.743,0.0
1,1,0.474,1,0,0.145,13,18.0,0,0.529,31.0
0,1,0.333,1,0,0.333,0,0.0,0,0.539,0.0
1,1,0.256,1,0,0.755,42,54.0,1,0.554,96.0
1,0,0.282,1,1,0.215,58,36.0,0,0.564,94.0
1,1,0.192,0,1,0.117,0,0.0,0,0.561,0.0
0,1,0.397,0,1,0.042,0,15.0,0,0.775,15.0
1,1,0.654,1,0,0.306,0,0.0,1,0.814,0.0
1,1,0.628,1,0,0.637,0,0.0,1,0.714,0.0
0,0,0.141,1,1,0.115,0,0.0,1,0.711,0.0
1,1,0.346,1,0,0.637,0,0.0,0,0.325,0.0
0,1,0.244,0,1,0.419,101,94.0,0,0.511,195.0
0,1,0.603,1,0,0.17,2,0.0,0,0.361,2.0
1,1,0.654,1,0,0.532,0,0.0,1,0.782,0.0
1,1,0.346,1,0,0.037,0,2.0,1,0.714,2.0
0,1,0.385,0,1,0.152,3,1.0,0,0.614,4.0
1,1,0.308,0,1,0.041,0,0.0,0,0.739,0.0
1,1,0.423,0,0,0.478,7,0.0,0,0.704,7.0
1,1,0.5,1,0,0.459,0,0.0,1,0.721,0.0
1,1,0.308,1,1,0.064,0,9.0,0,0.432,9.0
0,1,0.551,1,0,0.694,2,0.0,1,0.814,2.0
1,1,0.577,1,1,0.078,0,0.0,0,0.739,0.0
0,1,0.603,1,0,0.792,11,15.0,1,0.879,26.0
0,1,0.282,1,0,0.114,0,0.0,1,0.832,0.0
1,1,0.564,0,1,0.448,0,0.0,0,0.493,0.0
1,0,0.308,1,0,0.351,15,0.0,0,0.668,15.0
0,1,0.628,1,0,0.229,5,1.0,1,0.754,6.0
0,1,0.333,1,0,0.315,0,0.0,0,0.554,0.0
0,1,0.436,1,1,0.022,0,0.0,0,0.618,0.0
0,1,0.538,1,0,0.328,1,4.0,1,0.468,5.0
1,1,0.256,1,0,0.338,10,0.0,1,0.939,10.0
1,1,0.295,0,1,0.187,0,9.0,0,0.529,9.0
0,1,0.321,0,1,0.064,3,0.0,0,0.632,3.0
0,1,0.436,1,2,0.107,62,46.0,1,0.725,108.0
1,1,0.603,1,0,0.478,21,19.0,1,0.832,40.0
0,0,0.603,1,1,0.009,0,0.0,0,0.746,0.0
0,1,0.564,1,0,0.046,11,10.0,0,0.289,21.0
1,1,0.487,1,0,0.727,10,1.0,1,0.714,11.0
1,0,0.321,1,1,0.185,0,0.0,0,0.668,0.0
0,1,0.628,0,1,0.188,0,0.0,0,0.646,0.0
1,1,0.231,1,0,0.062,0,0.0,1,0.771,0.0
0,1,0.192,0,1,0.469,0,0.0,0,0.589,0.0
0,1,0.026,0,1,0.148,0,0.0,1,0.693,0.0
1,1,0.103,0,1,0.088,17,14.0,0,0.714,31.0
1,1,0.513,1,0,0.399,0,0.0,1,0.814,0.0
0,1,0.756,1,1,0.076,0,0.0,0,0.525,0.0
1,1,0.436,1,1,0.044,23,19.0,1,0.739,42.0
0,1,0.333,1,0,0.088,0,0.0,0,0.446,0.0
0,1,0.295,1,1,0.185,1,0.0,0,0.589,1.0
0,1,0.205,1,1,0.08,0,0.0,0,0.575,0.0
0,1,0.295,1,0,0.653,50,41.0,0,0.514,91.0
0,0,0.41,1,0,0.009,0,0.0,0,0.829,0.0
0,0,0.615,1,0,0.034,0,0.0,0,0.479,0.0
1,1,0.295,1,0,0.564,18,17.0,1,0.636,35.0
1,0,0.385,1,0,0.075,0,0.0,0,0.579,0.0
1,1,0.115,0,1,0.157,0,0.0,0,0.586,0.0
0,1,0.103,1,0,0.321,90,94.0,0,0.45,184.0
1,1,0.474,1,0,0.684,7,22.0,1,0.511,29.0
0,1,0.41,1,0,0.574,8,17.0,1,0.679,25.0
1,1,0.538,0,1,0.023,0,0.0,0,0.557,0.0
0,0,0.474,1,1,0.073,13,2.0,0,0.532,15.0
1,0,0.705,1,0,0.197,74,68.0,1,0.821,142.0
1,1,0.436,1,0,0.251,64,47.0,1,0.832,111.0
1,1,0.179,0,1,0.115,18,43.0,0,0.518,61.0
0,1,0.218,1,2,0.092,0,0.0,1,0.789,0.0
0,1,0.41,1,0,0.537,20,21.0,0,0.379,41.0
0,0,0.231,1,0,0.062,1,5.0,1,0.557,6.0
0,1,0.641,1,0,0.78,0,0.0,1,0.664,0.0
1,1,0.846,1,0,0.021,0,0.0,0,0.55,0.0
1,0,0.038,1,1,0.256,0,0.0,1,0.85,0.0
0,1,0.308,1,0,0.034,38,34.0,1,0.5,72.0
0,1,0.538,1,0,0.79,157,138.0,1,0.768,295.0
1,1,0.654,1,1,0.184,23,0.0,1,0.643,23.0
1,1,0.41,1,0,0.309,0,19.0,1,0.768,19.0
0,1,0.346,1,0,0.045,0,0.0,1,0.818,0.0
0,1,0.244,1,0,0.15,2,18.0,1,0.757,20.0
0,0,0.359,1,0,0.169,0,0.0,0,0.621,0.0
0,1,0.744,0,1,0.042,0,0.0,0,0.75,0.0
1,1,0.744,0,0,0.516,0,0.0,0,0.7,0.0
1,0,0.244,1,0,0.124,24,17.0,1,0.643,41.0
1,1,0.462,0,1,0.155,56,70.0,0,0.546,126.0
1,1,0.333,0,0,0.094,60,44.0,0,0.704,104.0
0,1,0.321,1,0,0.459,0,0.0,1,0.682,0.0
0,1,0.526,1,1,0.139,0,0.0,0,0.296,0.0
1,1,0.282,1,0,0.454,0,0.0,1,0.789,0.0
0,1,0.41,1,0,0.312,0,0.0,1,0.846,0.0
0,0,0.41,1,0,0.15,0,0.0,0,0.546,0.0
1,1,0.385,1,0,0.201,113,101.0,1,0.7,214.0
1,1,0.372,1,0,0.51,78,75.0,1,0.761,153.0
1,1,0.269,1,0,0.383,0,0.0,1,0.861,0.0
0,1,0.487,1,1,0.04,2,0.0,1,0.45,2.0
1,1,0.321,0,1,0.107,27,8.0,0,0.789,35.0
1,0,0.167,1,1,0.164,0,0.0,1,0.796,0.0
0,1,0.731,0,1,0.111,0,0.0,0,0.686,0.0
0,1,0.449,1,0,0.532,0,0.0,1,0.739,0.0
1,1,0.603,1,0,0.654,0,0.0,1,0.925,0.0
1,1,0.282,0,1,0.067,16,9.0,0,0.543,25.0
1,1,0.013,0,1,0.054,4,6.0,0,0.579,10.0
0,1,0.641,1,0,0.315,2,0.0,1,0.8,2.0
1,1,0.513,0,2,0.046,0,9.0,1,0.707,9.0
1,1,0.667,1,0,0.489,22,6.0,0,0.521,28.0
0,1,0.603,0,0,0.12,0,0.0,0,0.382,0.0
0,1,0.577,0,1,0.113,0,0.0,0,0.693,0.0
0,1,0.154,1,0,0.594,0,0.0,1,0.664,0.0
0,1,0.295,0,1,0.141,0,0.0,0,0.529,0.0
1,0,0.295,1,1,0.028,0,0.0,1,0.496,0.0
0,1,0.5,1,0,0.517,0,0.0,1,0.561,0.0
1,1,0.615,1,0,0.378,0,0.0,1,0.818,0.0
0,1,0.115,0,1,0.285,15,0.0,0,0.357,15.0
1,1,0.526,1,0,0.453,22,20.0,1,0.614,42.0
1,1,0.282,0,2,0.303,0,0.0,0,0.636,0.0
1,1,0.282,0,1,0.084,0,8.0,0,0.564,8.0
1,0,0.41,1,0,0.094,0,0.0,0,0.746,0.0
0,1,0.538,1,0,0.438,11,13.0,1,0.829,24.0
0,1,0.487,1,0,0.133,0,0.0,1,0.743,0.0
1,1,0.256,0,1,0.315,3,14.0,0,0.768,17.0
0,1,0.346,1,0,0.201,0,0.0,1,0.639,0.0
1,0,0.372,1,0,0.433,0,0.0,0,0.65,0.0
0,1,0.256,1,1,0.119,0,1.0,1,0.261,1.0
1,1,0.462,1,0,0.748,43,35.0,0,0.589,78.0
0,0,0.038,1,1,0.124,0,0.0,1,0.568,0.0
0,1,0.269,0,1,0.111,56,49.0,0,0.589,105.0
1,1,0.615,1,0,0.609,0,0.0,1,0.839,0.0
1,1,0.128,0,1,0.054,50,36.0,0,0.761,86.0
1,1,0.372,1,0,0.789,10,5.0,0,0.796,15.0
0,1,0.333,0,1,0.527,1,0.0,1,0.718,1.0
0,1,0.59,1,0,0.183,8,0.0,1,0.818,8.0
1,0,0.179,1,1,0.05,85,86.0,0,0.557,171.0
1,1,0.321,1,0,0.511,25,17.0,1,0.832,42.0
1,0,0.218,1,1,0.054,0,0.0,1,0.557,0.0
0,1,0.205,1,0,0.107,0,0.0,0,0.582,0.0
1,0,0.231,1,1,0.16,0,0.0,0,0.65,0.0
0,0,0.385,1,0,0.125,2,3.0,0,0.646,5.0
0,1,0.538,1,0,0.643,81,58.0,1,0.714,139.0
0,1,0.0,0,2,0.194,11,0.0,0,0.821,11.0
0,1,0.09,0,1,0.257,1,0.0,0,0.479,1.0
0,1,0.064,1,0,0.312,0,20.0,0,0.586,20.0
1,1,0.385,1,0,0.619,53,55.0,0,0.568,108.0
0,1,0.667,1,0,0.109,29,17.0,1,0.5,46.0
0,1,0.115,1,0,0.165,0,6.0,1,0.814,6.0
1,1,0.423,0,2,0.104,0,0.0,0,0.586,0.0
0,1,0.423,1,0,0.351,0,0.0,1,0.689,0.0
0,0,0.115,1,1,0.124,20,10.0,0,0.611,30.0
1,1,0.603,1,0,0.304,0,0.0,1,0.636,0.0
1,1,0.141,0,1,0.042,30,19.0,0,0.475,49.0
1,1,0.026,0,1,0.128,1,5.0,1,0.543,6.0
0,0,0.167,1,0,0.067,31,22.0,0,0.639,53.0
0,1,0.282,0,1,0.07,0,0.0,1,0.582,0.0
0,1,0.449,1,0,0.797,15,4.0,1,0.654,19.0
0,1,0.013,0,1,0.014,0,0.0,0,0.771,0.0
0,1,0.205,0,1,0.494,0,0.0,0,0.443,0.0
1,0,0.654,1,0,0.075,0,0.0,0,0.471,0.0
1,1,0.577,0,1,0.051,0,0.0,0,0.607,0.0
1,0,0.192,1,0,0.105,0,2.0,1,0.646,2.0
0,1,0.718,1,1,0.042,5,2.0,0,0.575,7.0
1,1,0.564,1,0,0.593,0,0.0,1,0.711,0.0
0,1,0.808,0,1,0.133,0,0.0,0,0.518,0.0
1,1,0.628,0,0,0.045,16,13.0,0,0.532,29.0
1,1,0.269,1,1,0.203,49,59.0,1,0.689,108.0
1,0,0.179,1,1,0.07,34,29.0,0,0.746,63.0
0,1,0.628,1,0,0.625,0,2.0,1,0.818,2.0
1,1,0.513,1,1,0.046,0,0.0,0,0.489,0.0
0,1,0.462,1,0,0.677,0,0.0,1,0.693,0.0
0,1,0.474,0,1,0.025,0,0.0,0,0.561,0.0
1,0,0.231,1,1,0.021,0,0.0,0,0.611,0.0
1,1,0.474,1,0,0.592,0,6.0,1,0.814,6.0
0,0,0.5,0,1,0.169,0,0.0,0,0.589,0.0
1,1,0.231,0,1,0.131,14,8.0,0,0.475,22.0
1,1,0.615,0,1,0.086,8,0.0,0,0.707,8.0
0,1,0.231,1,1,0.092,19,8.0,1,0.729,27.0
0,1,0.423,1,0,0.5,29,31.0,1,0.7,60.0
0,0,0.423,1,1,0.107,55,69.0,1,0.539,124.0
1,1,0.756,1,0,0.795,0,0.0,0,0.418,0.0
0,1,0.321,1,0,0.341,0,0.0,1,0.864,0.0
1,0,0.321,1,1,0.068,2,0.0,0,0.679,2.0
0,1,0.564,1,0,0.176,26,20.0,1,0.721,46.0
0,1,0.462,1,0,0.211,0,0.0,1,0.732,0.0
1,1,0.564,1,0,0.058,89,83.0,1,0.543,172.0
0,0,0.359,1,1,0.169,0,0.0,0,0.604,0.0
0,1,0.282,1,0,0.512,13,0.0,0,0.636,13.0
0,0,0.218,1,1,0.164,0,0.0,1,0.261,0.0
1,1,0.192,1,0,0.131,0,0.0,1,0.882,0.0
1,1,0.205,0,1,0.133,0,0.0,0,0.521,0.0
0,1,0.526,1,0,0.32,14,9.0,1,0.668,23.0
1,1,0.41,1,0,0.732,23,21.0,1,0.636,44.0
0,1,0.141,0,1,0.01,0,0.0,0,0.682,0.0
0,1,0.038,0,1,0.144,199,185.0,0,0.729,384.0
0,1,0.41,1,0,0.402,0,0.0,0,0.771,0.0
0,1,0.769,1,1,0.066,0,0.0,0,0.686,0.0
1,1,0.449,0,0,0.193,0,0.0,0,0.654,0.0
1,0,0.192,1,1,0.111,0,0.0,1,0.604,0.0
1,1,0.513,1,0,0.323,0,0.0,1,0.846,0.0
1,1,0.436,1,0,0.63,0,0.0,0,0.457,0.0
1,0,0.244,1,0,0.515,0,1.0,0,0.389,1.0
0,1,0.59,1,0,0.315,10,0.0,0,0.586,10.0
1,1,0.564,0,1,0.033,0,0.0,0,0.675,0.0
1,1,0.538,0,1,0.147,0,0.0,0,0.496,0.0
0,1,0.269,0,1,0.104,3,3.0,0,0.668,6.0
1,1,0.269,1,2,0.1,0,0.0,1,0.246,0.0
0,1,0.256,1,0,0.479,0,0.0,1,0.861,0.0
1,1,0.41,0,1,0.055,0,0.0,1,0.668,0.0
0,0,0.218,1,0,0.062,22,46.0,1,0.604,68.0
1,1,0.436,1,1,0.286,0,0.0,0,0.493,0.0
1,1,0.359,1,0,0.068,0,0.0,1,0.596,0.0
0,1,0.513,0,1,0.125,0,0.0,0,0.696,0.0
1,1,0.333,1,1,0.021,0,14.0,1,0.589,14.0
1,0,0.256,1,0,0.22,1,0.0,0,0.561,1.0
1,1,0.308,0,1,0.114,72,54.0,0,0.443,126.0
0,1,0.218,1,2,0.232,0,0.0,1,0.696,0.0
0,1,0.692,1,0,0.05,0,1.0,1,0.607,1.0
1,1,0.667,1,0,0.285,51,29.0,1,0.679,80.0
1,1,0.474,0,1,0.175,1,11.0,0,0.686,12.0
1,1,0.282,1,0,0.331,0,10.0,1,0.768,10.0
0,1,0.577,1,2,0.303,0,0.0,0,0.489,0.0
0,1,0.385,1,0,0.709,0,0.0,1,0.589,0.0
1,1,0.436,1,0,0.765,108,109.0,1,0.571,217.0
0,1,0.474,1,2,0.092,0,0.0,1,0.471,0.0
1,1,0.846,1,2,0.061,0,0.0,0,0.421,0.0
0,1,0.051,0,1,0.081,0,0.0,0,0.739,0.0
0,1,0.564,1,0,0.315,0,0.0,1,0.393,0.0
1,0,0.192,1,0,0.239,0,0.0,1,0.793,0.0
1,1,0.564,0,1,0.04,37,18.0,1,0.839,55.0
1,1,0.551,1,0,0.424,1,0.0,1,0.743,1.0
1,1,0.5,1,0,0.131,3,2.0,1,0.875,5.0
0,1,0.231,1,0,0.346,39,26.0,0,0.5,65.0
1,1,0.667,0,1,0.193,0,0.0,0,0.575,0.0
1,1,0.282,1,2,0.341,24,15.0,0,0.729,39.0
1,1,0.333,0,1,0.232,6,0.0,0,0.811,6.0
1,1,0.295,1,0,0.104,0,0.0,1,0.664,0.0
0,1,0.462,1,1,0.042,0,0.0,0,0.664,0.0
0,1,0.321,1,0,0.372,0,4.0,1,0.654,4.0
0,1,0.295,1,0,0.271,47,54.0,1,0.861,101.0
1,1,0.077,1,0,0.095,0,0.0,1,0.729,0.0
1,1,0.372,0,1,0.114,86,106.0,0,0.404,192.0
1,0,0.833,1,1,0.175,45,4.0,0,0.514,49.0
1,1,0.667,0,1,0.351,9,0.0,0,0.636,9.0
1,1,0.269,0,0,0.194,0,0.0,0,0.507,0.0
0,0,0.244,1,1,0.032,32,45.0,0,0.536,77.0
0,1,0.577,1,0,0.21,13,18.0,1,0.561,31.0
1,1,0.474,0,1,0.046,0,0.0,1,0.75,0.0
0,1,0.256,1,0,0.066,1,38.0,1,0.739,39.0
1,0,0.41,1,0,0.145,0,0.0,0,0.511,0.0
1,1,0.449,1,0,0.647,0,0.0,1,0.964,0.0
1,1,0.41,0,1,0.042,0,0.0,0,0.768,0.0
1,1,0.667,1,1,0.243,20,11.0,0,0.611,31.0
0,1,0.795,0,2,0.062,0,8.0,0,0.589,8.0
0,1,0.808,0,1,0.09,166,172.0,0,0.529,338.0
0,1,0.179,0,1,0.372,35,14.0,0,0.354,49.0
1,1,0.577,0,1,0.11,13,1.0,0,0.55,14.0
0,1,0.628,1,0,0.287,0,0.0,1,0.725,0.0
0,1,0.551,0,1,0.284,0,1.0,0,0.704,1.0
1,1,0.346,0,1,0.089,17,8.0,0,0.518,25.0
1,0,0.923,1,1,0.048,0,0.0,0,0.582,0.0
1,1,0.436,1,1,0.033,6,11.0,0,0.521,17.0
1,0,0.256,1,1,0.478,50,71.0,0,0.589,121.0
0,1,0.731,1,0,0.532,15,11.0,0,0.464,26.0
1,1,0.064,0,2,0.051,79,71.0,0,0.557,150.0
1,1,0.577,0,1,0.372,1,0.0,0,0.664,1.0
1,1,0.038,0,1,0.413,18,1.0,0,0.686,19.0
1,1,0.295,1,0,0.346,0,0.0,0,0.407,0.0
1,1,0.808,0,1,0.12,0,0.0,0,0.511,0.0
0,1,0.103,0,2,0.089,34,50.0,0,0.571,84.0
0,1,0.269,1,0,0.347,15,8.0,1,0.725,23.0
1,1,0.59,1,0,0.448,0,0.0,1,0.696,0.0
0,0,0.244,1,0,0.184,0,6.0,0,0.707,6.0
1,1,0.538,1,2,0.482,0,0.0,1,0.736,0.0
1,0,0.333,1,0,0.017,0,0.0,0,0.821,0.0
0,1,0.423,1,0,0.152,0,0.0,1,0.693,0.0
0,1,0.321,1,0,0.048,0,0.0,1,0.664,0.0
1,0,0.205,1,0,0.297,17,22.0,1,0.893,39.0
1,1,0.269,1,0,0.331,0,0.0,1,0.754,0.0
1,1,0.551,1,0,0.423,16,12.0,0,0.507,28.0
1,1,0.308,1,0,0.606,19,16.0,1,0.521,35.0
1,1,0.679,0,1,0.168,101,99.0,0,0.757,200.0
0,1,0.231,1,0,0.71,0,0.0,0,0.379,0.0
0,1,0.295,0,1,0.119,0,0.0,0,0.657,0.0
0,0,0.218,1,1,0.227,0,0.0,0,0.639,0.0
0,1,0.718,0,1,0.189,9,0.0,0,0.482,9.0
1,0,0.474,1,1,0.086,75,79.0,0,0.579,154.0
1,1,0.244,1,0,0.016,0,0.0,1,0.632,0.0
1,0,0.295,1,0,0.15,0,29.0,0,0.55,29.0
0,1,0.103,1,0,0.125,92,118.0,0,0.604,210.0
1,0,0.41,1,0,0.195,0,0.0,0,0.532,0.0
1,1,0.397,0,1,0.075,0,0.0,0,0.654,0.0
0,1,0.167,0,1,0.121,157,185.0,0,0.614,342.0
0,1,0.423,1,0,0.084,1,0.0,1,0.643,1.0
1,1,0.641,1,2,0.074,0,0.0,0,0.654,0.0
1,1,0.385,1,0,0.22,0,1.0,1,0.532,1.0
1,1,0.705,0,1,0.185,0,0.0,0,0.604,0.0
1,1,0.077,1,0,0.312,27,114.0,0,0.696,141.0
0,1,0.038,0,1,0.134,0,0.0,0,0.7,0.0
0,1,0.692,1,1,0.187,0,0.0,1,0.693,0.0
1,1,0.756,1,0,0.8,0,0.0,0,0.693,0.0
1,1,0.795,0,1,0.139,0,0.0,0,0.707,0.0
0,1,0.167,0,1,0.201,0,0.0,0,0.664,0.0
0,0,0.244,1,1,0.095,12,1.0,0,0.486,13.0
1,0,0.179,1,0,0.045,14,6.0,0,0.661,20.0
0,0,0.103,1,1,0.146,5,1.0,0,0.439,6.0
0,1,0.295,1,0,0.732,57,39.0,1,0.579,96.0
0,1,0.154,0,1,0.168,14,1.0,0,0.611,15.0
1,0,0.667,1,1,0.028,63,84.0,0,0.596,147.0
1,0,0.218,1,1,0.201,0,11.0,0,0.661,11.0
0,1,0.218,0,1,0.115,12,0.0,1,0.668,12.0
1,1,0.551,1,0,0.304,0,0.0,1,0.661,0.0
1,1,0.679,0,1,0.233,0,0.0,0,0.571,0.0
0,0,0.436,1,0,0.33,18,50.0,0,0.468,68.0
0,1,0.769,0,1,0.251,24,11.0,0,0.525,35.0
1,0,0.577,1,2,0.113,49,68.0,0,0.454,117.0
1,1,0.603,1,0,0.455,0,0.0,1,0.843,0.0
1,1,0.038,0,2,0.047,0,0.0,1,0.418,0.0
0,1,0.641,1,0,0.7,0,0.0,1,0.757,0.0
0,1,0.397,1,0,0.144,22,1.0,1,0.55,23.0
0,0,0.551,1,1,0.016,0,1.0,0,0.511,1.0
0,0,0.244,1,1,0.161,0,25.0,0,0.575,25.0
1,1,0.474,1,0,0.324,0,0.0,1,0.486,0.0
0,1,0.564,1,1,0.067,13,0.0,1,0.732,13.0
0,1,0.731,1,2,0.023,0,0.0,1,0.682,0.0
0,0,0.705,1,0,0.186,0,0.0,0,0.618,0.0
0,1,0.487,0,1,0.096,0,8.0,0,0.482,8.0
1,1,0.5,1,0,0.077,33,43.0,0,0.604,76.0
0,1,0.256,0,2,0.198,0,7.0,0,0.511,7.0
1,1,0.282,1,0,0.617,0,0.0,0,0.664,0.0
1,1,0.295,0,1,0.133,21,38.0,0,0.496,59.0
1,1,0.679,1,0,0.361,6,2.0,1,0.539,8.0
0,1,0.59,1,0,0.042,0,0.0,1,0.789,0.0
0,1,0.372,0,0,0.233,0,0.0,0,0.743,0.0
