Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Satisfaction Score
0,1,1,0,1,0.3148222940226171,2,5,2,1,1,2,1,1,4,2,3,3,4,1,0.0248226950354609,0.0071748878923766,0,2.2857142857142856
0,1,2,1,0,0.4551696284329564,4,4,4,4,3,5,4,2,2,2,2,4,2,4,0.0,0.0,1,3.2857142857142856
0,0,1,1,1,0.0343295638126009,2,5,2,4,4,2,4,4,4,4,4,2,3,4,0.0,0.0,0,3.4285714285714284
1,1,2,0,2,0.0092891760904684,3,4,3,3,4,4,4,3,3,3,3,5,3,4,0.0,0.0,0,3.5
0,1,2,1,1,0.0559369951534733,4,5,5,5,4,4,4,4,4,5,5,2,2,4,0.0,0.0,1,4.071428571428571
1,0,0,1,1,0.1304523424878837,4,4,4,2,2,4,2,2,3,5,4,5,5,2,0.0159574468085106,0.0026905829596412,0,3.4285714285714284
1,0,1,1,1,0.0688610662358643,1,4,1,4,1,1,1,1,3,2,4,2,3,1,0.0035460992907801,0.0,0,2.071428571428572
1,1,1,1,0,0.4757673667205169,3,5,5,5,3,3,3,3,2,4,4,4,4,3,0.0,0.0,0,3.642857142857143
1,1,1,1,0,0.0862277867528271,2,2,2,2,2,2,2,2,2,3,4,3,4,2,0.0,0.0,0,2.4285714285714284
1,1,1,1,0,0.223546042003231,3,3,3,3,3,3,3,3,4,4,4,3,4,3,0.0,0.0,1,3.2857142857142856
1,1,2,0,1,0.5117124394184168,5,1,5,3,5,2,2,3,5,4,4,2,4,2,0.0,0.0,1,3.357142857142857
1,1,1,0,1,0.1108642972536349,3,4,3,3,5,3,5,5,3,2,5,4,5,5,0.0177304964539007,0.0035874439461883,0,3.928571428571429
0,1,2,1,0,0.2338449111470113,2,2,2,2,1,3,5,4,4,4,4,2,4,2,0.0,0.0,1,2.9285714285714284
1,1,2,1,1,0.0157512116316639,2,5,5,5,3,4,1,1,1,2,1,4,1,5,0.0221631205673758,0.0161434977578475,1,2.857142857142857
1,1,2,0,1,0.0825928917609046,3,4,3,3,5,4,5,1,1,3,1,5,1,4,0.0195035460992907,0.0089686098654708,0,3.071428571428572
1,0,1,1,0,0.0117124394184168,1,2,2,4,2,2,2,2,4,4,4,1,4,2,0.0079787234042553,0.0,0,2.571428571428572
0,1,2,0,1,0.0773424878836833,2,5,2,2,1,2,1,1,5,2,3,1,2,1,0.0,0.0,0,2.142857142857143
1,1,2,0,1,0.1577140549273021,1,2,1,4,5,4,4,2,2,1,2,4,2,1,0.0,0.0,0,2.5
0,1,1,1,1,0.215670436187399,4,3,3,3,4,4,2,4,4,4,3,4,3,4,0.0558510638297872,0.052914798206278,0,3.5
0,1,1,1,0,0.6793214862681746,5,5,5,5,3,2,3,3,3,2,5,5,5,3,0.0,0.0,1,3.857142857142857
0,1,2,1,2,0.0601777059773828,4,4,4,4,4,4,4,4,3,1,3,1,5,4,0.0,0.0,1,3.5
0,1,0,0,2,0.0365508885298869,2,4,2,1,5,2,3,5,5,3,4,5,4,5,0.0106382978723404,0.0080717488789237,0,3.571428571428572
1,1,2,0,1,0.1829563812600969,3,4,3,1,1,1,3,3,3,3,3,4,3,2,0.0070921985815602,0.0062780269058295,0,2.642857142857143
0,1,1,0,0,0.4699111470113085,3,5,4,3,4,3,3,3,4,5,5,3,3,3,0.0,0.0,0,3.642857142857143
1,1,2,1,0,0.3210823909531502,1,1,1,1,4,3,3,5,5,5,5,5,5,5,0.0957446808510638,0.0896860986547085,1,3.5
0,1,1,1,1,0.0559369951534733,1,2,2,2,1,1,1,1,3,5,3,1,3,1,0.0115248226950354,0.010762331838565,0,1.9285714285714288
1,1,1,1,0,0.3465266558966074,5,5,5,5,5,5,5,5,3,2,3,4,5,5,0.0,0.0,1,4.428571428571429
1,1,2,1,0,0.1476171243941841,2,2,2,2,2,5,4,4,4,4,4,3,4,5,0.0,0.0,1,3.357142857142857
1,1,3,1,0,0.0795638126009693,2,1,1,1,4,4,3,2,2,2,2,4,2,2,0.0,0.0,0,2.2857142857142856
0,1,0,1,0,0.3119951534733441,2,2,2,2,5,5,5,5,3,3,5,5,4,5,0.0,0.0,1,3.7857142857142856
0,1,2,1,0,0.5547253634894993,3,3,3,3,3,4,4,5,5,5,5,3,5,3,0.0,0.0,1,3.857142857142857
1,1,1,0,1,0.0268578352180937,2,5,2,3,1,2,1,1,3,4,4,5,4,1,0.0,0.0,0,2.7142857142857144
1,1,2,1,0,0.5361470113085622,5,3,5,5,4,1,2,5,5,4,5,5,5,1,0.0,0.0,1,3.928571428571429
0,1,2,1,0,0.5603796445880453,2,2,2,2,3,5,4,4,4,4,4,5,4,3,0.0,0.0,1,3.4285714285714284
0,1,1,0,1,0.0472536348949919,2,4,2,4,5,2,5,5,2,1,4,2,2,5,0.0372340425531914,0.0313901345291479,0,3.2142857142857144
1,1,1,0,2,0.5545234248788369,2,4,2,3,2,5,5,4,4,4,4,5,4,5,0.0,0.0,0,3.7857142857142856
1,1,2,1,0,0.4840468497576736,1,1,1,1,4,5,5,4,4,4,4,3,4,5,0.0434397163120567,0.042152466367713,1,3.2857142857142856
1,1,1,1,0,0.1102584814216478,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0.0,0.0,1,4.5
1,0,0,1,1,0.1966882067851373,3,3,3,2,1,3,1,1,5,2,4,3,5,1,0.0044326241134751,0.0,0,2.642857142857143
0,1,2,1,1,0.1720516962843295,2,2,2,2,2,2,2,2,4,1,3,4,3,2,0.0390070921985815,0.0412556053811659,0,2.357142857142857
1,1,2,1,0,0.0668416801292407,1,1,1,1,4,5,4,5,5,4,5,4,5,5,0.0,0.0152466367713004,1,3.571428571428572
0,1,2,1,0,0.1197495961227786,2,5,5,5,3,3,3,2,2,2,2,3,2,2,0.0106382978723404,0.0340807174887892,0,2.9285714285714284
1,1,0,0,2,0.0470516962843295,2,1,2,3,5,2,5,5,4,2,3,3,2,5,0.0,0.0,0,3.142857142857143
1,1,2,0,1,0.1157108239095315,1,5,1,4,4,5,5,5,5,1,5,3,5,5,0.0159574468085106,0.0,0,3.857142857142857
1,1,2,1,0,0.0838045234248788,5,5,5,5,5,4,5,4,4,4,4,4,4,3,0.0035460992907801,0.0,1,4.357142857142857
0,1,2,1,0,0.067043618739903,1,1,1,1,5,1,4,5,5,5,5,4,5,2,0.0,0.000896860986547,1,3.2142857142857144
0,1,1,1,0,0.425686591276252,5,5,5,5,4,4,4,4,3,5,3,4,4,4,0.0,0.0,1,4.214285714285714
0,1,2,1,0,0.5585621970920841,2,2,2,2,4,5,5,5,5,5,5,4,5,3,0.0460992907801418,0.04304932735426,1,3.857142857142857
1,1,1,1,0,0.372172859450727,2,3,1,1,2,2,2,2,2,2,4,4,5,2,0.0,0.0,0,2.4285714285714284
0,1,3,0,2,0.0617932148626817,1,4,1,3,3,1,1,3,5,4,5,4,5,3,0.0,0.0071748878923766,0,3.071428571428572
1,0,0,1,1,0.1771001615508885,1,1,1,2,4,1,4,4,5,3,1,2,1,4,0.0,0.000896860986547,0,2.4285714285714284
0,0,1,1,1,0.2013327948303716,4,4,4,4,1,4,1,1,2,2,2,3,2,1,0.0,0.0295964125560538,1,2.5
0,1,2,0,2,0.079967689822294,3,5,3,4,2,3,2,2,3,5,5,3,4,2,0.0,0.0,0,3.2857142857142856
1,1,0,0,1,0.132875605815832,0,4,0,3,1,4,1,1,3,2,5,3,5,1,0.0,0.000896860986547,1,2.357142857142857
1,1,0,0,2,0.079967689822294,2,5,4,2,3,4,3,3,2,3,4,1,2,3,0.0115248226950354,0.0017937219730941,0,2.9285714285714284
1,0,1,1,0,0.0914781906300484,4,4,4,4,5,4,5,5,3,4,4,5,5,5,0.0,0.0,1,4.357142857142857
1,1,2,1,0,0.3263327948303716,2,2,4,2,5,4,3,2,2,2,2,3,2,4,0.0,0.0026905829596412,0,2.7857142857142856
1,0,1,1,1,0.2582794830371567,3,3,3,3,1,3,1,1,1,4,3,2,3,1,0.0088652482269503,0.0,0,2.2857142857142856
1,1,2,1,0,0.1159127625201938,3,3,3,3,2,5,5,4,4,5,4,3,4,5,0.0097517730496453,0.0,1,3.7857142857142856
1,0,1,1,1,0.1690226171243942,2,2,2,3,2,2,2,2,4,5,3,1,4,2,0.0,0.0017937219730941,0,2.571428571428572
0,0,1,1,1,0.1147011308562197,2,0,2,1,4,2,5,4,3,1,1,3,2,4,0.0,0.0,0,2.4285714285714284
0,1,1,1,0,0.3309773828756058,4,3,3,3,5,3,3,4,4,4,4,4,4,3,0.0,0.010762331838565,0,3.642857142857143
1,1,1,1,0,0.3081583198707592,5,5,4,5,5,4,5,5,2,3,4,2,3,5,0.0,0.0,0,4.071428571428571
1,1,2,1,0,0.2918012924071082,1,1,1,1,5,4,5,5,5,5,5,4,5,5,0.000886524822695,0.0053811659192825,1,3.7142857142857135
1,1,2,1,0,0.4563812600969305,4,4,1,4,2,4,5,5,5,4,5,5,5,4,0.0,0.0,1,4.071428571428571
1,1,1,0,1,0.1157108239095315,1,4,1,5,2,1,2,2,2,2,5,3,1,2,0.0,0.0,0,2.357142857142857
1,0,1,1,0,0.0315024232633279,1,1,1,5,3,1,2,3,3,4,5,3,5,3,0.0,0.0,0,2.857142857142857
1,1,1,1,0,0.0680533117932148,2,2,4,2,5,5,5,5,4,4,5,3,4,5,0.0,0.0,1,3.928571428571429
1,1,2,1,0,0.1128836833602584,2,4,2,2,5,5,4,4,4,5,4,4,4,5,0.0053191489361702,0.0448430493273542,1,3.857142857142857
0,1,2,1,0,0.4935379644588045,4,4,5,4,4,4,4,5,3,4,5,4,4,4,0.0,0.0,1,4.142857142857143
0,1,1,1,1,0.059168012924071,4,1,1,1,4,4,4,4,4,3,3,2,5,4,0.0,0.0,1,3.142857142857143
1,1,1,1,1,0.1978998384491115,4,2,2,2,4,4,4,4,4,1,5,4,2,4,0.0531914893617021,0.0780269058295964,1,3.2857142857142856
1,1,3,1,0,0.1292407108239095,4,4,4,4,1,4,1,4,4,3,4,1,4,1,0.0,0.0,1,3.071428571428572
1,1,1,1,0,0.7407108239095316,3,1,4,4,5,4,4,3,3,3,3,4,3,3,0.0,0.0,0,3.357142857142857
1,0,0,1,1,0.2613085621970921,4,4,4,3,4,5,4,4,5,5,5,4,5,4,0.0,0.0,0,4.285714285714286
1,0,1,1,1,0.1389337641357027,3,2,2,3,4,2,2,4,4,4,3,4,3,4,0.0,0.0,0,3.142857142857143
0,1,2,1,0,0.4957592891760905,1,1,1,1,5,3,4,5,5,5,5,3,5,5,0.0,0.0062780269058295,1,3.5
0,1,1,1,0,0.3499596122778675,2,2,2,2,4,5,4,4,4,3,4,5,4,3,0.0097517730496453,0.0035874439461883,1,3.4285714285714284
0,1,2,1,1,0.0129240710823909,4,2,1,1,4,4,4,4,5,5,2,5,3,4,0.0,0.0,1,3.4285714285714284
0,0,0,1,1,0.2645395799676898,4,4,4,3,4,4,4,4,2,5,2,1,3,4,0.0044326241134751,0.0278026905829596,0,3.4285714285714284
1,1,2,0,1,0.1966882067851373,2,3,2,2,2,2,3,1,1,2,1,4,1,2,0.0,0.0125560538116591,0,2.0
1,0,3,1,0,0.0939014539579967,4,5,5,4,5,4,4,5,5,4,5,5,5,4,0.0,0.0,1,4.571428571428571
0,1,0,0,1,0.2205169628432956,1,1,1,4,2,1,5,2,3,1,3,3,4,2,0.0026595744680851,0.0,0,2.357142857142857
0,1,2,1,0,0.5113085621970922,2,2,2,2,3,5,4,3,3,4,3,3,3,3,0.0,0.0,1,3.0
0,1,2,1,0,0.7982633279483038,5,5,5,5,4,4,4,5,5,5,5,3,5,4,0.0044326241134751,0.0026905829596412,1,4.571428571428571
1,1,2,1,2,0.1074313408723748,5,3,3,3,5,4,3,5,5,5,5,2,5,5,0.0,0.0,1,4.142857142857143
0,1,2,1,0,0.0753231017770597,5,5,5,5,3,5,2,3,3,3,3,1,3,5,0.0168439716312056,0.0295964125560538,1,3.642857142857143
1,1,0,0,1,0.0595718901453958,3,1,3,3,2,3,2,2,3,3,3,4,4,2,0.0,0.0,0,2.7142857142857144
1,1,1,1,0,0.1597334410339257,2,2,2,2,5,5,5,5,5,5,5,5,5,5,0.0053191489361702,0.0,1,4.142857142857143
0,1,2,1,0,0.194264943457189,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0.0,0.0,1,4.142857142857143
1,1,2,0,1,0.149232633279483,1,4,0,2,3,4,4,3,3,0,3,4,3,4,0.0,0.0,0,2.7142857142857144
1,1,3,0,1,0.1672051696284329,2,3,2,3,2,4,3,1,1,2,1,2,1,3,0.0,0.0,0,2.142857142857143
0,0,2,1,1,0.2750403877221324,2,2,2,4,3,2,4,3,1,3,3,4,3,3,0.0,0.0,0,2.7857142857142856
1,1,1,0,2,0.0341276252019386,3,4,3,3,3,3,3,3,1,5,4,3,4,3,0.0230496453900709,0.0206278026905829,0,3.2142857142857144
1,0,1,1,0,0.132875605815832,3,3,3,2,2,3,2,2,4,4,4,3,5,2,0.0354609929078014,0.0340807174887892,0,3.0
0,1,3,0,1,0.0807754442649434,2,3,2,3,1,2,1,1,4,3,3,4,4,1,0.0,0.0,0,2.4285714285714284
1,1,2,1,0,0.3651050080775444,5,5,5,5,4,4,5,4,4,4,4,3,4,3,0.0,0.0,1,4.214285714285714
1,1,1,1,0,0.0686591276252019,4,4,4,4,2,3,2,4,4,5,4,2,4,1,0.0,0.0,1,3.357142857142857
1,1,1,1,0,0.671647819063005,1,1,1,1,1,1,4,5,5,5,5,5,5,4,0.0,0.0,1,3.142857142857143
0,0,1,1,1,0.0686591276252019,1,0,1,2,3,1,3,3,1,2,1,5,4,3,0.0,0.0,0,2.142857142857143
0,1,1,0,1,0.0413974151857835,1,4,1,1,3,1,3,3,5,3,4,4,5,3,0.0,0.0098654708520179,0,2.9285714285714284
1,0,0,1,1,0.1094507269789984,4,0,4,2,4,4,2,4,5,4,5,5,5,4,0.0177304964539007,0.0044843049327354,0,3.7142857142857135
0,1,2,1,0,0.4123586429725363,4,4,4,4,5,4,3,4,4,4,4,1,4,1,0.025709219858156,0.0206278026905829,0,3.571428571428572
0,1,2,1,0,0.7526252019386107,2,2,5,2,2,5,5,4,4,4,4,3,4,5,0.0372340425531914,0.0367713004484304,1,3.642857142857143
0,0,1,1,1,0.1912358642972536,4,4,4,3,2,4,5,2,4,4,3,2,2,2,0.0,0.0,0,3.2142857142857144
0,1,2,1,0,0.3148222940226171,3,3,3,3,5,5,4,4,4,4,4,3,4,4,0.00177304964539,0.0,1,3.7857142857142856
1,1,0,0,1,0.4745557350565428,3,5,3,1,2,3,1,2,4,3,5,4,2,2,0.0195035460992907,0.0,0,2.857142857142857
0,1,1,1,0,0.6472132471728596,5,4,5,4,5,4,5,5,3,5,3,4,3,5,0.0203900709219858,0.0152466367713004,0,4.285714285714286
1,1,1,1,1,0.1809369951534733,4,5,2,5,4,4,4,4,3,1,2,3,5,4,0.0,0.0,1,3.571428571428572
0,1,3,1,0,0.7934168012924072,2,2,2,2,4,5,5,5,5,5,5,3,5,5,0.0,0.0098654708520179,1,3.928571428571429
0,1,2,1,0,0.0743134087237479,2,2,2,2,4,5,5,5,5,4,5,5,5,5,0.0,0.0080717488789237,1,4.0
1,1,0,0,1,0.0557350565428109,2,5,2,3,4,2,5,4,5,5,2,2,2,4,0.025709219858156,0.0242152466367713,0,3.357142857142857
1,0,0,1,1,0.1974959612277867,2,2,2,4,5,2,5,5,4,3,4,2,3,5,0.0,0.0,0,3.4285714285714284
0,1,3,1,1,0.0207996768982229,2,5,5,5,2,2,2,2,4,2,3,2,2,2,0.0381205673758865,0.0367713004484304,0,2.857142857142857
1,1,3,1,0,0.1940630048465266,4,4,4,4,5,5,5,2,4,4,4,5,2,5,0.0,0.0044843049327354,1,4.071428571428571
1,1,2,0,2,0.0609854604200323,3,4,3,3,4,4,5,1,1,3,4,5,1,5,0.0,0.0,0,3.2857142857142856
0,0,2,1,0,0.0662358642972536,3,3,3,5,2,3,2,2,3,5,5,1,3,2,0.0,0.0,0,3.0
1,1,2,1,0,0.6197495961227787,1,1,1,1,5,5,5,5,5,5,5,5,5,3,0.0088652482269503,0.0071748878923766,1,3.7142857142857135
0,1,3,1,0,0.4913166397415185,1,1,1,1,1,3,4,5,5,5,5,4,5,1,0.0088652482269503,0.0125560538116591,1,3.0
0,0,1,1,1,0.1136914378029079,4,0,4,4,4,1,1,5,3,5,5,1,5,1,0.1480496453900709,0.1426008968609865,1,3.071428571428572
1,1,2,1,0,0.3955977382875605,2,2,5,2,5,4,5,2,2,2,2,3,2,3,0.026595744680851,0.0269058295964125,1,2.9285714285714284
0,1,1,1,0,0.4785945072697899,2,2,2,2,4,4,4,4,5,5,4,3,4,4,0.0,0.0,1,3.5
0,1,1,0,1,0.0726978998384491,4,5,4,3,5,4,5,5,4,2,5,5,4,5,0.0,0.0,0,4.285714285714286
0,1,2,1,0,0.7592891760904685,4,4,4,4,3,5,1,4,4,4,5,5,4,2,0.0141843971631205,0.000896860986547,1,3.7857142857142856
1,1,1,0,1,0.1997172859450727,1,3,1,3,1,1,1,1,2,1,3,1,4,1,0.0292553191489361,0.0242152466367713,0,1.7142857142857142
0,1,0,0,1,0.154281098546042,2,4,2,3,1,2,1,1,5,2,4,4,4,1,0.0,0.0017937219730941,0,2.571428571428572
1,1,0,0,1,0.412156704361874,1,3,1,3,3,1,3,3,1,1,3,4,3,3,0.0283687943262411,0.0080717488789237,0,2.357142857142857
1,1,2,0,1,0.2118336025848142,1,3,1,3,4,1,4,4,4,1,4,1,4,5,0.0,0.000896860986547,0,2.857142857142857
0,1,1,0,1,0.0617932148626817,4,2,4,3,5,4,5,5,1,5,4,3,3,5,0.0,0.0,0,3.7857142857142856
1,0,1,1,1,0.1966882067851373,2,2,2,2,2,2,2,2,1,5,2,4,3,2,0.0,0.0,0,2.357142857142857
0,1,2,0,1,0.0422051696284329,4,2,4,3,2,4,4,2,1,3,2,3,3,2,0.0,0.0,0,2.7857142857142856
1,0,1,1,1,0.0143376413570274,3,3,3,4,3,3,5,3,3,5,3,1,4,3,0.000886524822695,0.0,0,3.2857142857142856
0,0,1,1,0,0.4957592891760905,1,1,1,1,1,1,5,1,3,3,5,5,4,1,0.0168439716312056,0.0,0,2.357142857142857
0,1,1,1,0,0.5432148626817448,1,1,1,1,5,5,5,5,5,3,4,4,5,5,0.0239361702127659,0.0143497757847533,1,3.571428571428572
0,1,2,0,2,0.1361066235864297,2,4,2,2,2,2,5,2,5,2,4,4,4,2,0.0,0.0,0,3.0
1,0,0,1,1,0.0373586429725363,4,0,4,2,2,4,2,2,3,4,3,1,4,2,0.0132978723404255,0.0170403587443946,1,2.642857142857143
0,1,2,0,1,0.114903069466882,3,4,4,3,5,4,5,5,1,1,4,1,3,5,0.0,0.0,0,3.4285714285714284
0,1,2,1,1,0.2294022617124394,4,1,1,1,4,4,4,4,2,2,4,5,3,4,0.0,0.0,1,3.071428571428572
1,0,1,1,1,0.2445476575121163,2,2,2,3,4,2,4,4,2,3,4,1,4,4,0.0,0.0,0,2.9285714285714284
0,1,3,1,1,0.0763327948303715,4,1,1,1,4,4,4,4,1,2,3,3,3,4,0.0,0.0,0,2.7857142857142856
1,1,2,1,1,0.0151453957996769,5,2,2,2,4,1,2,5,5,5,5,4,5,3,0.0097517730496453,0.0035874439461883,1,3.571428571428572
0,1,2,1,1,0.1048061389337641,3,2,2,2,3,3,3,3,4,5,3,4,2,3,0.0,0.0,0,3.0
1,1,1,0,1,0.3148222940226171,2,4,2,2,5,2,5,5,5,5,5,3,5,5,0.0026595744680851,0.0125560538116591,0,3.928571428571429
0,1,3,0,1,0.4190226171243942,1,2,1,2,1,1,1,1,4,3,1,3,2,1,0.0,0.0,0,1.7142857142857142
1,1,1,1,0,0.433562197092084,5,5,5,5,4,5,5,4,4,4,4,3,4,3,0.027482269503546,0.0233183856502242,1,4.285714285714286
1,1,2,1,0,0.1956785137318255,2,3,3,3,1,4,4,2,2,2,2,1,2,4,0.0,0.0,0,2.5
0,1,1,1,1,0.0601777059773828,3,5,5,5,3,3,3,3,4,5,4,2,4,3,0.0,0.0,0,3.7142857142857135
0,0,1,1,1,0.0735056542810985,2,2,2,3,4,2,4,4,4,3,4,3,3,4,0.0398936170212766,0.0573991031390134,0,3.142857142857143
1,1,1,1,0,0.7738287560581584,1,2,1,1,3,4,5,4,4,4,4,3,4,5,0.0,0.0,1,3.2142857142857144
0,0,1,1,1,0.0809773828756058,3,2,4,4,1,4,1,1,3,5,3,2,4,1,0.0,0.0,0,2.7142857142857144
1,1,2,0,1,0.1922455573505654,2,4,2,3,5,4,4,1,1,2,5,3,1,3,0.0070921985815602,0.032286995515695,0,2.857142857142857
1,1,3,1,0,0.2707996768982229,2,2,2,2,3,5,4,5,5,5,5,3,5,5,0.0,0.0,1,3.7857142857142856
1,0,1,1,0,0.1847738287560581,4,0,4,1,1,4,1,1,4,3,4,4,4,1,0.00177304964539,0.0,1,2.571428571428572
0,1,1,0,2,0.077746365105008,5,1,5,3,3,5,4,3,2,1,4,4,4,3,0.0,0.0,1,3.357142857142857
1,0,1,1,0,0.0325121163166397,0,0,0,2,5,0,5,5,4,3,5,5,4,5,0.0035460992907801,0.0035874439461883,1,3.071428571428572
1,1,3,1,0,0.276453957996769,4,3,4,3,2,3,3,4,4,4,4,3,4,2,0.0,0.0,0,3.357142857142857
1,1,2,1,0,0.1619547657512116,1,1,1,1,3,4,5,4,4,4,4,3,4,3,0.000886524822695,0.0,1,3.0
0,1,1,0,1,0.1241922455573505,4,2,4,1,5,4,5,5,1,1,1,1,2,5,0.0,0.0,0,2.9285714285714284
1,1,2,1,0,0.4816235864297253,2,2,2,2,3,4,5,4,4,4,5,5,4,4,0.0,0.0026905829596412,1,3.571428571428572
0,1,1,0,1,0.1470113085621971,3,3,3,3,4,3,4,4,2,2,3,1,3,4,0.0203900709219858,0.0224215246636771,0,3.0
1,1,2,1,2,0.0840064620355412,4,5,3,5,1,3,5,4,4,4,4,3,4,1,0.0,0.0,1,3.571428571428572
0,1,2,0,1,0.3955977382875605,0,3,0,4,2,0,2,2,3,3,3,2,3,2,0.0,0.0,1,2.071428571428572
1,1,2,0,1,0.0369547657512116,4,2,4,2,2,2,3,4,4,4,4,3,4,1,0.0381205673758865,0.0609865470852017,0,3.071428571428572
0,1,2,1,0,0.0773424878836833,5,5,5,5,5,4,5,4,4,4,4,3,4,3,0.0381205673758865,0.0331838565022421,1,4.285714285714286
1,1,0,0,1,0.1926494345718901,3,5,3,4,1,3,1,1,3,2,5,4,4,1,0.0,0.0,0,2.857142857142857
1,1,2,1,0,0.1282310177705977,5,5,5,5,3,4,4,4,4,4,4,5,4,4,0.0044326241134751,0.0,1,4.285714285714286
1,0,2,1,0,0.1567043618739903,4,3,3,1,4,4,4,4,4,5,5,5,5,4,0.0,0.0035874439461883,1,3.928571428571429
1,1,2,1,0,0.4204361873990307,2,2,2,2,1,5,2,5,5,5,5,4,5,5,0.0097517730496453,0.0,1,3.571428571428572
1,1,2,1,0,0.3208804523424878,3,3,4,3,5,4,4,5,5,5,5,3,5,1,0.00177304964539,0.0134529147982062,1,3.928571428571429
1,1,2,1,0,0.2338449111470113,5,5,3,5,5,4,5,2,2,2,2,4,2,3,0.0079787234042553,0.0,1,3.5
0,1,1,1,0,0.6641760904684977,4,4,4,4,4,4,5,4,4,4,4,3,4,5,0.0,0.0,1,4.071428571428571
1,0,1,1,0,0.1340872374798061,4,4,4,3,5,4,5,5,1,5,4,3,3,5,0.0301418439716312,0.0269058295964125,0,3.928571428571429
0,1,2,1,0,0.3752019386106623,1,1,1,1,2,4,5,4,4,4,4,4,4,3,0.0868794326241134,0.0816143497757847,1,3.0
1,1,2,1,0,0.0575525040387722,0,0,0,5,2,4,4,3,3,3,3,4,3,5,0.0789007092198581,0.074439461883408,1,2.7857142857142856
1,0,1,1,1,0.0870355411954765,1,0,1,2,5,1,2,5,3,4,4,3,5,5,0.0,0.0,0,2.9285714285714284
0,1,2,1,1,0.0260500807754442,5,1,4,1,3,5,3,3,4,1,4,5,4,3,0.1152482269503546,0.1085201793721973,1,3.2857142857142856
1,1,2,1,0,0.2990710823909531,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0.0,0.000896860986547,1,3.357142857142857
0,1,2,1,0,0.6924474959612279,5,5,5,5,2,3,5,5,5,5,4,4,5,1,0.0,0.0,1,4.214285714285714
0,1,1,0,1,0.1241922455573505,4,3,4,3,2,4,2,2,4,2,3,4,3,2,0.0035460992907801,0.0,0,3.0
1,1,2,1,0,0.3974151857835218,5,5,1,5,2,5,5,5,5,5,5,4,5,5,0.0044326241134751,0.0,1,4.428571428571429
0,1,2,1,0,0.3768174474959612,1,1,4,1,2,2,2,3,4,5,5,2,5,2,0.225177304964539,0.0,1,2.7857142857142856
1,1,0,0,1,0.2827140549273021,3,4,3,3,4,3,4,4,4,2,4,3,4,4,0.0664893617021276,0.063677130044843,0,3.5
1,1,0,0,0,0.0617932148626817,2,4,2,3,1,2,1,1,4,2,5,3,4,1,0.0,0.000896860986547,0,2.5
0,1,2,1,0,0.5886510500807756,2,2,2,2,4,4,5,5,5,5,5,4,5,5,0.0088652482269503,0.0,1,3.928571428571429
1,1,2,1,1,0.0726978998384491,5,3,3,3,3,3,1,5,5,5,5,1,5,5,0.0,0.0026905829596412,1,3.7142857142857135
0,0,1,1,1,0.0696688206785137,2,0,2,5,3,2,1,3,5,2,2,4,5,3,0.0,0.0,0,2.7857142857142856
0,1,2,0,1,0.0932956381260097,1,5,1,3,3,1,3,3,4,4,4,4,5,3,0.0,0.0224215246636771,0,3.142857142857143
1,1,0,1,0,0.3951938610662359,4,4,3,4,4,4,4,4,5,2,4,3,5,4,0.0,0.0,1,3.857142857142857
0,1,1,0,1,0.1845718901453958,5,2,5,3,1,5,4,1,2,2,4,3,3,1,0.000886524822695,0.0,1,2.9285714285714284
1,1,0,0,0,0.1476171243941841,3,3,4,3,1,4,4,1,4,4,3,2,3,1,0.1108156028368794,0.095067264573991,0,2.857142857142857
1,1,1,1,0,0.0718901453957996,5,5,4,5,1,5,2,4,4,4,4,4,4,2,0.0035460992907801,0.0,1,3.7857142857142856
1,1,3,0,1,0.1888126009693053,1,5,1,1,5,5,5,5,5,1,5,4,5,4,0.0301418439716312,0.032286995515695,0,3.7142857142857135
0,1,1,1,1,0.1211631663974152,2,2,2,2,2,2,2,2,1,3,4,1,4,2,0.0,0.0,0,2.2142857142857144
1,1,2,1,2,0.0751211631663974,5,4,4,4,3,3,3,5,5,5,5,2,5,4,0.0611702127659574,0.0708520179372197,1,4.071428571428571
1,1,2,1,0,0.5662358642972537,2,2,2,2,4,5,5,3,3,3,3,4,3,3,0.00177304964539,0.0,1,3.142857142857143
0,1,1,0,1,0.0543214862681744,2,4,4,2,1,4,1,1,3,3,4,4,5,1,0.0691489361702127,0.0609865470852017,0,2.7857142857142856
0,1,3,1,2,0.0557350565428109,2,2,2,2,1,2,1,1,3,2,4,1,4,1,0.0,0.0,0,2.0
0,1,2,1,0,0.7328352180936996,1,1,1,1,3,5,5,3,3,4,3,4,3,4,0.0,0.0,1,2.9285714285714284
1,0,1,1,1,0.0341276252019386,4,2,5,5,4,5,4,4,1,1,5,1,1,4,0.0709219858156028,0.0807174887892376,1,3.2857142857142856
1,1,2,1,0,0.4426494345718901,4,4,5,4,3,5,5,4,4,4,4,3,4,5,0.0088652482269503,0.0044843049327354,1,4.142857142857143
